2024-07-01 21:23:14,199 INFO    StreamThr :42021 [internal.py:wandb_internal():87] W&B internal server running at pid: 42021, started at: 2024-07-01 21:23:14.199225
2024-07-01 21:23:14,200 DEBUG   HandlerThread:42021 [handler.py:handle_request():144] handle_request: status
2024-07-01 21:23:14,201 INFO    WriterThread:42021 [datastore.py:open_for_write():85] open: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240701_212314-ywy2m0cr/run-ywy2m0cr.wandb
2024-07-01 21:23:14,202 DEBUG   SenderThread:42021 [sender.py:send():334] send: header
2024-07-01 21:23:14,205 DEBUG   SenderThread:42021 [sender.py:send():334] send: run
2024-07-01 21:23:14,505 INFO    SenderThread:42021 [dir_watcher.py:__init__():216] watching files in: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240701_212314-ywy2m0cr/files
2024-07-01 21:23:14,505 INFO    SenderThread:42021 [sender.py:_start_run_threads():1065] run started: ywy2m0cr with start time 1719886994.198521
2024-07-01 21:23:14,505 DEBUG   SenderThread:42021 [sender.py:send_request():361] send_request: summary_record
2024-07-01 21:23:14,505 INFO    SenderThread:42021 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-07-01 21:23:14,506 DEBUG   HandlerThread:42021 [handler.py:handle_request():144] handle_request: check_version
2024-07-01 21:23:14,506 DEBUG   SenderThread:42021 [sender.py:send_request():361] send_request: check_version
2024-07-01 21:23:14,609 DEBUG   HandlerThread:42021 [handler.py:handle_request():144] handle_request: run_start
2024-07-01 21:23:14,623 DEBUG   HandlerThread:42021 [system_info.py:__init__():31] System info init
2024-07-01 21:23:14,623 DEBUG   HandlerThread:42021 [system_info.py:__init__():46] System info init done
2024-07-01 21:23:14,623 INFO    HandlerThread:42021 [system_monitor.py:start():151] Starting system monitor
2024-07-01 21:23:14,623 INFO    SystemMonitor:42021 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-07-01 21:23:14,623 INFO    HandlerThread:42021 [system_monitor.py:probe():172] Collecting system info
2024-07-01 21:23:14,624 INFO    SystemMonitor:42021 [interfaces.py:start():168] Started cpu
2024-07-01 21:23:14,624 INFO    SystemMonitor:42021 [interfaces.py:start():168] Started disk
2024-07-01 21:23:14,624 INFO    SystemMonitor:42021 [interfaces.py:start():168] Started gpu
2024-07-01 21:23:14,625 INFO    SystemMonitor:42021 [interfaces.py:start():168] Started memory
2024-07-01 21:23:14,625 INFO    SystemMonitor:42021 [interfaces.py:start():168] Started network
2024-07-01 21:23:14,634 DEBUG   HandlerThread:42021 [system_info.py:probe():195] Probing system
2024-07-01 21:23:14,651 DEBUG   HandlerThread:42021 [system_info.py:_probe_git():180] Probing git
2024-07-01 21:23:14,656 DEBUG   HandlerThread:42021 [system_info.py:_probe_git():188] Probing git done
2024-07-01 21:23:14,656 DEBUG   HandlerThread:42021 [system_info.py:probe():241] Probing system done
