2024-07-01 21:11:55,214 INFO    StreamThr :38244 [internal.py:wandb_internal():87] W&B internal server running at pid: 38244, started at: 2024-07-01 21:11:55.213658
2024-07-01 21:11:55,215 DEBUG   HandlerThread:38244 [handler.py:handle_request():144] handle_request: status
2024-07-01 21:11:55,216 INFO    WriterThread:38244 [datastore.py:open_for_write():85] open: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240701_211155-8bz1g25d/run-8bz1g25d.wandb
2024-07-01 21:11:55,217 DEBUG   SenderThread:38244 [sender.py:send():334] send: header
2024-07-01 21:11:55,219 DEBUG   SenderThread:38244 [sender.py:send():334] send: run
2024-07-01 21:11:55,499 INFO    SenderThread:38244 [dir_watcher.py:__init__():216] watching files in: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240701_211155-8bz1g25d/files
2024-07-01 21:11:55,499 INFO    SenderThread:38244 [sender.py:_start_run_threads():1065] run started: 8bz1g25d with start time 1719886315.213868
2024-07-01 21:11:55,499 DEBUG   SenderThread:38244 [sender.py:send_request():361] send_request: summary_record
2024-07-01 21:11:55,499 INFO    SenderThread:38244 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-07-01 21:11:55,500 DEBUG   HandlerThread:38244 [handler.py:handle_request():144] handle_request: check_version
2024-07-01 21:11:55,500 DEBUG   SenderThread:38244 [sender.py:send_request():361] send_request: check_version
2024-07-01 21:11:55,590 DEBUG   HandlerThread:38244 [handler.py:handle_request():144] handle_request: run_start
2024-07-01 21:11:55,601 DEBUG   HandlerThread:38244 [system_info.py:__init__():31] System info init
2024-07-01 21:11:55,601 DEBUG   HandlerThread:38244 [system_info.py:__init__():46] System info init done
2024-07-01 21:11:55,601 INFO    HandlerThread:38244 [system_monitor.py:start():151] Starting system monitor
2024-07-01 21:11:55,601 INFO    SystemMonitor:38244 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-07-01 21:11:55,601 INFO    HandlerThread:38244 [system_monitor.py:probe():172] Collecting system info
2024-07-01 21:11:55,602 INFO    SystemMonitor:38244 [interfaces.py:start():168] Started cpu
2024-07-01 21:11:55,602 INFO    SystemMonitor:38244 [interfaces.py:start():168] Started disk
2024-07-01 21:11:55,603 INFO    SystemMonitor:38244 [interfaces.py:start():168] Started gpu
2024-07-01 21:11:55,604 INFO    SystemMonitor:38244 [interfaces.py:start():168] Started memory
2024-07-01 21:11:55,605 INFO    SystemMonitor:38244 [interfaces.py:start():168] Started network
2024-07-01 21:11:55,614 DEBUG   HandlerThread:38244 [system_info.py:probe():195] Probing system
2024-07-01 21:11:55,628 DEBUG   HandlerThread:38244 [system_info.py:_probe_git():180] Probing git
2024-07-01 21:11:55,633 DEBUG   HandlerThread:38244 [system_info.py:_probe_git():188] Probing git done
2024-07-01 21:11:55,633 DEBUG   HandlerThread:38244 [system_info.py:probe():241] Probing system done
