2024-07-01 21:22:34,816 INFO    StreamThr :41682 [internal.py:wandb_internal():87] W&B internal server running at pid: 41682, started at: 2024-07-01 21:22:34.816361
2024-07-01 21:22:34,817 DEBUG   HandlerThread:41682 [handler.py:handle_request():144] handle_request: status
2024-07-01 21:22:34,819 INFO    WriterThread:41682 [datastore.py:open_for_write():85] open: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240701_212234-6qgygukn/run-6qgygukn.wandb
2024-07-01 21:22:34,819 DEBUG   SenderThread:41682 [sender.py:send():334] send: header
2024-07-01 21:22:34,822 DEBUG   SenderThread:41682 [sender.py:send():334] send: run
2024-07-01 21:22:35,088 INFO    SenderThread:41682 [dir_watcher.py:__init__():216] watching files in: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240701_212234-6qgygukn/files
2024-07-01 21:22:35,088 INFO    SenderThread:41682 [sender.py:_start_run_threads():1065] run started: 6qgygukn with start time 1719886954.815594
2024-07-01 21:22:35,088 DEBUG   SenderThread:41682 [sender.py:send_request():361] send_request: summary_record
2024-07-01 21:22:35,089 INFO    SenderThread:41682 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-07-01 21:22:35,089 DEBUG   HandlerThread:41682 [handler.py:handle_request():144] handle_request: check_version
2024-07-01 21:22:35,089 DEBUG   SenderThread:41682 [sender.py:send_request():361] send_request: check_version
2024-07-01 21:22:35,180 DEBUG   HandlerThread:41682 [handler.py:handle_request():144] handle_request: run_start
2024-07-01 21:22:35,191 DEBUG   HandlerThread:41682 [system_info.py:__init__():31] System info init
2024-07-01 21:22:35,191 DEBUG   HandlerThread:41682 [system_info.py:__init__():46] System info init done
2024-07-01 21:22:35,191 INFO    HandlerThread:41682 [system_monitor.py:start():151] Starting system monitor
2024-07-01 21:22:35,191 INFO    SystemMonitor:41682 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-07-01 21:22:35,191 INFO    HandlerThread:41682 [system_monitor.py:probe():172] Collecting system info
2024-07-01 21:22:35,191 INFO    SystemMonitor:41682 [interfaces.py:start():168] Started cpu
2024-07-01 21:22:35,192 INFO    SystemMonitor:41682 [interfaces.py:start():168] Started disk
2024-07-01 21:22:35,192 INFO    SystemMonitor:41682 [interfaces.py:start():168] Started gpu
2024-07-01 21:22:35,193 INFO    SystemMonitor:41682 [interfaces.py:start():168] Started memory
2024-07-01 21:22:35,193 INFO    SystemMonitor:41682 [interfaces.py:start():168] Started network
2024-07-01 21:22:35,203 DEBUG   HandlerThread:41682 [system_info.py:probe():195] Probing system
2024-07-01 21:22:35,218 DEBUG   HandlerThread:41682 [system_info.py:_probe_git():180] Probing git
2024-07-01 21:22:35,223 DEBUG   HandlerThread:41682 [system_info.py:_probe_git():188] Probing git done
2024-07-01 21:22:35,223 DEBUG   HandlerThread:41682 [system_info.py:probe():241] Probing system done
